rank,name,url,content_richness_score,article_length,section_count,infobox_field_count,image_count,reference_count,limited_content
4516,A Nest of Singing Birds,https://en.wikipedia.org/wiki/A_Nest_of_Singing_Birds,46.21,3341,2,14,0,5,false
4517,Slinkachu,https://en.wikipedia.org/wiki/Slinkachu,46.22,4335,2,0,0,10,false
4518,Junior Mance Special,https://en.wikipedia.org/wiki/Junior_Mance_Special,46.23,3145,4,8,0,3,false
4519,Cabinet of Ministers of Eritrea,https://en.wikipedia.org/wiki/Cabinet_of_Ministers_of_Eritrea,46.24,4796,3,0,0,4,false
4520,Natte Yallock,https://en.wikipedia.org/wiki/Natte_Yallock,46.25,3659,3,7,0,4,false
4521,Tatar units of measurement,https://en.wikipedia.org/wiki/Tatar_units_of_measurement,46.25,5984,5,0,0,0,false
4522,Aighina no Yogen: From the Legend of Balubalouk,https://en.wikipedia.org/wiki/Aighina_no_Yogen:_From_the_Legend_of_Balubalouk,46.25,3263,2,6,1,5,false
4523,Fullforce,https://en.wikipedia.org/wiki/Fullforce,46.25,3452,4,6,0,3,false
4524,Cash and Curry (film),https://en.wikipedia.org/wiki/Cash_and_Curry_(film),46.26,3947,2,11,0,4,false
4525,Władysław Filipkowski,https://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Filipkowski,46.26,8191,2,8,0,0,false
4526,Thompson Hill Historic District,https://en.wikipedia.org/wiki/Thompson_Hill_Historic_District,46.27,3922,2,10,1,2,false
4527,Lewis Packard,https://en.wikipedia.org/wiki/Lewis_Packard,46.27,3857,5,2,0,2,false
4528,Charles Burggraf,https://en.wikipedia.org/wiki/Charles_Burggraf,46.28,4281,2,0,2,4,false
4529,Chris Wilson (American football coach),https://en.wikipedia.org/wiki/Chris_Wilson_(American_football_coach),46.28,6430,1,4,0,5,false
4530,Paulin Gagne,https://en.wikipedia.org/wiki/Paulin_Gagne,46.29,4599,3,0,1,2,false
4531,Symphony No. 7 (Mozart),https://en.wikipedia.org/wiki/Symphony_No._7_(Mozart),46.3,3736,4,0,1,2,false
4532,Berheci,https://en.wikipedia.org/wiki/Berheci,46.31,3237,3,14,0,3,false
4533,Stone Free: A Tribute to Jimi Hendrix,https://en.wikipedia.org/wiki/Stone_Free:_A_Tribute_to_Jimi_Hendrix,46.32,5937,2,3,0,3,false
4534,Florida Democratic League,https://en.wikipedia.org/wiki/Florida_Democratic_League,46.32,4355,4,0,0,3,false
4535,"Selig seid ihr, wenn ihr einfach lebt","https://en.wikipedia.org/wiki/Selig_seid_ihr,_wenn_ihr_einfach_lebt",46.33,4463,2,4,0,6,false
4536,Germanium diselenide,https://en.wikipedia.org/wiki/Germanium_diselenide,46.35,3084,3,20,0,3,false
4537,Vocational secondary education in Denmark,https://en.wikipedia.org/wiki/Vocational_secondary_education_in_Denmark,46.36,6060,1,0,0,9,false
4538,Barry Pullen,https://en.wikipedia.org/wiki/Barry_Pullen,46.36,5046,4,0,0,2,false
4539,Semyon Matviychuk,https://en.wikipedia.org/wiki/Semyon_Matviychuk,46.36,3604,3,19,0,2,false
4540,Georgia State Route 303,https://en.wikipedia.org/wiki/Georgia_State_Route_303,46.37,4210,4,9,0,1,false
4541,Doğan Gürpınar,https://en.wikipedia.org/wiki/Do%C4%9Fan_G%C3%BCrp%C4%B1nar,46.38,4275,2,0,0,11,false
4542,Nikolai Ashmarin,https://en.wikipedia.org/wiki/Nikolai_Ashmarin,46.39,6842,1,0,1,3,false
4543,Mark Van Raamsdonk,https://en.wikipedia.org/wiki/Mark_Van_Raamsdonk,46.4,4925,1,5,0,10,false
4544,Methyl fluorosulfonate,https://en.wikipedia.org/wiki/Methyl_fluorosulfonate,46.4,3221,3,15,0,3,false
4545,Gibbula spurca,https://en.wikipedia.org/wiki/Gibbula_spurca,46.42,2368,3,13,1,3,false
4546,"Kiyosato, Yamanashi","https://en.wikipedia.org/wiki/Kiyosato,_Yamanashi",46.43,3328,3,5,1,3,false
4547,Like Grains of Sand,https://en.wikipedia.org/wiki/Like_Grains_of_Sand,46.44,3302,4,11,0,2,false
4548,Pattersons,https://en.wikipedia.org/wiki/Pattersons,46.45,8144,2,4,0,1,false
4549,Mick Shields,https://en.wikipedia.org/wiki/Mick_Shields,46.45,5396,3,8,0,1,false
4550,Mick Pomathios,https://en.wikipedia.org/wiki/Mick_Pomathios,46.46,4310,2,9,0,4,false
4551,Diya TV,https://en.wikipedia.org/wiki/Diya_TV,46.46,4312,2,9,0,4,false
4552,Tetraphenylmethane,https://en.wikipedia.org/wiki/Tetraphenylmethane,46.46,4458,2,27,0,2,false
4553,Musavat (newspaper),https://en.wikipedia.org/wiki/Musavat_(newspaper),46.47,4295,2,7,0,5,false
4554,CONCACAF Cup Winners Cup,https://en.wikipedia.org/wiki/CONCACAF_Cup_Winners_Cup,46.48,5430,4,7,0,0,false
4555,South Savo (parliamentary electoral district),https://en.wikipedia.org/wiki/South_Savo_(parliamentary_electoral_district),46.5,5409,3,0,0,3,false
4556,An Hye-jin,https://en.wikipedia.org/wiki/An_Hye-jin,46.51,2915,4,19,0,2,false
4557,Herbert Kegel,https://en.wikipedia.org/wiki/Herbert_Kegel,46.52,4206,2,0,1,5,false
4558,The Chastain,https://en.wikipedia.org/wiki/The_Chastain,46.53,5904,1,3,0,7,false
4559,Changeling (soundtrack),https://en.wikipedia.org/wiki/Changeling_(soundtrack),46.53,4692,2,5,0,5,false
4560,Scott Beeks,https://en.wikipedia.org/wiki/Scott_Beeks,46.53,3481,2,8,0,8,false
4561,Citizen Bike,https://en.wikipedia.org/wiki/Citizen_Bike,46.54,3814,2,4,0,10,false
4562,Georgios Zariphis,https://en.wikipedia.org/wiki/Georgios_Zariphis,46.54,4851,2,4,0,5,false
4563,Arli Bhan,https://en.wikipedia.org/wiki/Arli_Bhan,46.57,4084,2,16,0,3,false
4564,William Murray (Irish athlete),https://en.wikipedia.org/wiki/William_Murray_(Irish_athlete),46.58,3912,3,6,0,4,false
4565,Englewood Dam,https://en.wikipedia.org/wiki/Englewood_Dam,46.59,4948,1,16,0,4,false
4566,METRN,https://en.wikipedia.org/wiki/METRN,46.62,2506,2,43,0,9,false
4567,Juan Tomás de Salas,https://en.wikipedia.org/wiki/Juan_Tom%C3%A1s_de_Salas,46.63,4536,3,0,0,5,false
4568,1-Chloronaphthalene,https://en.wikipedia.org/wiki/1-Chloronaphthalene,46.63,3112,3,23,0,3,false
4569,Haidar Ali (actor),https://en.wikipedia.org/wiki/Haidar_Ali_(actor),46.63,4436,4,0,0,3,false
4570,Jolanta Żyndul,https://en.wikipedia.org/wiki/Jolanta_%C5%BByndul,46.64,4253,3,0,0,6,false
4571,George Brown (sociologist),https://en.wikipedia.org/wiki/George_Brown_(sociologist),46.64,3670,4,0,0,5,false
4572,KWIK,https://en.wikipedia.org/wiki/KWIK,46.65,3455,2,14,0,5,false
4573,Flint North,https://en.wikipedia.org/wiki/Flint_North,46.65,4256,3,0,0,6,false
4574,Alfred Schack,https://en.wikipedia.org/wiki/Alfred_Schack,46.66,4549,3,0,0,5,false
4575,"St. Michael's Church, Dublin","https://en.wikipedia.org/wiki/St._Michael%27s_Church,_Dublin",46.66,3641,4,0,2,2,false
4576,The Bird Language,https://en.wikipedia.org/wiki/The_Bird_Language,46.66,4048,3,8,0,3,false
4577,Batîr,https://en.wikipedia.org/wiki/Bat%C3%AEr,46.67,3191,3,9,0,5,false
4578,Sanctulus of Nursia,https://en.wikipedia.org/wiki/Sanctulus_of_Nursia,46.67,5272,1,3,0,10,false
4579,Catalina San Martín,https://en.wikipedia.org/wiki/Catalina_San_Mart%C3%ADn,46.67,4371,3,3,0,4,false
4580,Tina Harris,https://en.wikipedia.org/wiki/Tina_Harris,46.67,6702,2,9,0,1,false
4581,Alien (Avalon Hill),https://en.wikipedia.org/wiki/Alien_(Avalon_Hill),46.7,4257,3,6,2,1,false
4582,Sharia court,https://en.wikipedia.org/wiki/Sharia_court,46.7,3685,4,0,0,5,false
4583,Gökkale,https://en.wikipedia.org/wiki/G%C3%B6kkale,46.7,3045,5,6,1,1,false
4584,Febbre (song),https://en.wikipedia.org/wiki/Febbre_(song),46.7,3199,3,9,0,5,false
4585,Madulain railway station,https://en.wikipedia.org/wiki/Madulain_railway_station,46.71,3774,2,14,0,4,false
4586,Makan Ente Makan,https://en.wikipedia.org/wiki/Makan_Ente_Makan,46.72,3115,3,12,0,4,false
4587,USCG CG-108,https://en.wikipedia.org/wiki/USCG_CG-108,46.73,3780,2,14,0,4,false
4588,Neil Krug,https://en.wikipedia.org/wiki/Neil_Krug,46.74,4372,2,0,0,11,false
4589,Jules Blattner,https://en.wikipedia.org/wiki/Jules_Blattner,46.74,5064,2,8,0,3,false
4590,Stratton Park,https://en.wikipedia.org/wiki/Stratton_Park,46.75,4428,1,0,2,9,false
4591,"Center Region, Argentina","https://en.wikipedia.org/wiki/Center_Region,_Argentina",46.76,4135,3,0,1,3,false
4592,Louis Roelandt,https://en.wikipedia.org/wiki/Louis_Roelandt,46.76,4728,2,4,4,2,false
4593,Charles Aldis,https://en.wikipedia.org/wiki/Charles_Aldis,46.77,4280,2,0,1,5,false
4594,Raccoon Creek Group,https://en.wikipedia.org/wiki/Raccoon_Creek_Group,46.78,4119,2,3,1,4,false
4595,Fatna Maraoui,https://en.wikipedia.org/wiki/Fatna_Maraoui,46.78,3965,3,6,0,4,false
4596,Annunciation (disambiguation),https://en.wikipedia.org/wiki/Annunciation_(disambiguation),46.79,6197,5,0,0,0,false
4597,List of German films of 1920,https://en.wikipedia.org/wiki/List_of_German_films_of_1920,46.8,17604,1,0,0,1,false
4598,2013 Big East Conference men's soccer tournament,https://en.wikipedia.org/wiki/2013_Big_East_Conference_men%27s_soccer_tournament,46.81,6281,3,5,0,1,false
4599,Florence Youree,https://en.wikipedia.org/wiki/Florence_Youree,46.82,4589,3,0,0,5,false
4600,Zonites labiosus,https://en.wikipedia.org/wiki/Zonites_labiosus,46.85,2623,3,11,1,3,false
4601,Craig Percival,https://en.wikipedia.org/wiki/Craig_Percival,46.86,3369,3,8,0,5,false
4602,TNTmips,https://en.wikipedia.org/wiki/TNTmips,46.87,3381,5,7,0,2,false
4603,Vivienne Rignall,https://en.wikipedia.org/wiki/Vivienne_Rignall,46.88,5215,1,7,0,7,false
4604,List of music arrangers,https://en.wikipedia.org/wiki/List_of_music_arrangers,46.88,4838,41,0,0,0,false
4605,Alphalipothrixvirus,https://en.wikipedia.org/wiki/Alphalipothrixvirus,46.88,2680,4,10,0,4,false
4606,Chase Blasi,https://en.wikipedia.org/wiki/Chase_Blasi,46.89,3259,3,11,0,4,false
4607,Finima Nature Park,https://en.wikipedia.org/wiki/Finima_Nature_Park,46.91,5399,2,7,1,1,false
4608,List of people from the London Borough of Brent,https://en.wikipedia.org/wiki/List_of_people_from_the_London_Borough_of_Brent,46.91,7166,2,0,1,1,false
4609,Santa Chiara a Vigna Clara,https://en.wikipedia.org/wiki/Santa_Chiara_a_Vigna_Clara,46.91,2868,4,12,1,1,false
4610,List of Skinny Puppy side projects,https://en.wikipedia.org/wiki/List_of_Skinny_Puppy_side_projects,46.92,9656,3,0,0,0,false
4611,Statue of Jan Zachwatowicz,https://en.wikipedia.org/wiki/Statue_of_Jan_Zachwatowicz,46.92,4121,3,8,0,3,false
4612,J. Murray Bartels,https://en.wikipedia.org/wiki/J._Murray_Bartels,46.94,3452,6,4,0,2,false
4613,Orbea (plant),https://en.wikipedia.org/wiki/Orbea_(plant),46.94,5340,1,12,0,4,false
4614,Ijuin Matsuji,https://en.wikipedia.org/wiki/Ijuin_Matsuji,46.96,7099,2,8,0,1,false
4615,Wightman Memorial Baptist Church,https://en.wikipedia.org/wiki/Wightman_Memorial_Baptist_Church,46.96,5698,2,9,0,2,false
4616,Japanese gunboat Fushimi (1906),https://en.wikipedia.org/wiki/Japanese_gunboat_Fushimi_(1906),46.96,4823,2,16,0,2,false
4617,Solo (Michel Camilo album),https://en.wikipedia.org/wiki/Solo_(Michel_Camilo_album),46.97,3308,5,4,0,3,false
4618,Suzanna Taverne,https://en.wikipedia.org/wiki/Suzanna_Taverne,46.98,4556,2,0,0,10,false
4619,Kışlak,https://en.wikipedia.org/wiki/K%C4%B1%C5%9Flak,46.98,3255,3,9,0,5,false
4620,Give My Regards to Broadway (film),https://en.wikipedia.org/wiki/Give_My_Regards_to_Broadway_(film),46.98,3899,3,15,0,2,false
4621,DAV Racing,https://en.wikipedia.org/wiki/DAV_Racing,47.0,4825,3,4,0,3,false
4622,Dániel Vadnai,https://en.wikipedia.org/wiki/D%C3%A1niel_Vadnai,47.0,4660,3,14,0,1,false
4623,Deep Thinkers,https://en.wikipedia.org/wiki/Deep_Thinkers,47.01,4214,2,4,0,8,false
4624,"Chengjiaqiao, Shanghai","https://en.wikipedia.org/wiki/Chengjiaqiao,_Shanghai",47.03,3553,3,7,0,5,false
4625,Harold Milliken,https://en.wikipedia.org/wiki/Harold_Milliken,47.03,4948,1,20,0,4,false
4626,U.S. Renditions,https://en.wikipedia.org/wiki/U.S._Renditions,47.03,5847,3,7,0,1,false
4627,County of Fortescue,https://en.wikipedia.org/wiki/County_of_Fortescue,47.04,5374,3,5,0,2,false
4628,Ole Windingstad,https://en.wikipedia.org/wiki/Ole_Windingstad,47.05,5441,2,0,0,6,false
4629,Éva Erdélyi,https://en.wikipedia.org/wiki/%C3%89va_Erd%C3%A9lyi,47.06,5464,2,7,1,1,false
4630,Driver: L.A. Undercover,https://en.wikipedia.org/wiki/Driver:_L.A._Undercover,47.06,4049,4,7,0,2,false
4631,Guitar Boogie (album),https://en.wikipedia.org/wiki/Guitar_Boogie_(album),47.09,6058,2,4,0,3,false
4632,Wayland Maxfield Parrish,https://en.wikipedia.org/wiki/Wayland_Maxfield_Parrish,47.09,4372,3,0,0,6,false
4633,"Rudolf, 6th Prince Kinsky of Wchinitz and Tettau","https://en.wikipedia.org/wiki/Rudolf,_6th_Prince_Kinsky_of_Wchinitz_and_Tettau",47.09,4317,5,10,0,0,false
4634,1891 Trinity Blue and White football team,https://en.wikipedia.org/wiki/1891_Trinity_Blue_and_White_football_team,47.09,4364,2,3,0,8,false
4635,Ski Cloudcroft,https://en.wikipedia.org/wiki/Ski_Cloudcroft,47.09,3687,3,11,0,3,false
4636,Ciechanów County,https://en.wikipedia.org/wiki/Ciechan%C3%B3w_County,47.1,4699,3,14,0,1,false
4637,Richard Harden (cricketer),https://en.wikipedia.org/wiki/Richard_Harden_(cricketer),47.11,4882,1,28,0,4,false
4638,Walter B. Pitkin Jr.,https://en.wikipedia.org/wiki/Walter_B._Pitkin_Jr.,47.11,5243,2,0,1,3,false
4639,MacBASIC,https://en.wikipedia.org/wiki/MacBASIC,47.12,4961,1,6,0,10,false
4640,The Sardine Factory,https://en.wikipedia.org/wiki/The_Sardine_Factory,47.12,3039,4,0,1,4,false
4641,Henrik Heftye,https://en.wikipedia.org/wiki/Henrik_Heftye,47.13,3486,3,0,1,5,false
4642,CWP Renewables,https://en.wikipedia.org/wiki/CWP_Renewables,47.13,3736,3,8,0,4,false
4643,Cine Mestizo,https://en.wikipedia.org/wiki/Cine_Mestizo,47.14,4129,2,5,0,8,false
4644,Vestre Viken Hospital Trust,https://en.wikipedia.org/wiki/Vestre_Viken_Hospital_Trust,47.14,3733,2,9,1,3,false
4645,Dunjunz,https://en.wikipedia.org/wiki/Dunjunz,47.14,3895,3,6,1,2,false
4646,National Highway 544E (India),https://en.wikipedia.org/wiki/National_Highway_544E_(India),47.15,3001,4,8,0,4,false
4647,Cabell County Schools,https://en.wikipedia.org/wiki/Cabell_County_Schools,47.17,4494,2,7,0,5,false
4648,Septidelphis,https://en.wikipedia.org/wiki/Septidelphis,47.17,2266,3,12,1,4,false
4649,1909–10 Penn State Nittany Lions basketball team,https://en.wikipedia.org/wiki/1909%E2%80%9310_Penn_State_Nittany_Lions_basketball_team,47.18,7127,2,4,0,2,false
4650,Vovchansk Raion,https://en.wikipedia.org/wiki/Vovchansk_Raion,47.18,3639,2,13,0,5,false
4651,USS Buckthorn (1863),https://en.wikipedia.org/wiki/USS_Buckthorn_(1863),47.19,4004,3,14,0,2,false
4652,Sarah Brightman Sings the Music of Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Sarah_Brightman_Sings_the_Music_of_Andrew_Lloyd_Webber,47.19,4532,3,6,0,3,false
4653,Vukac Hrvatinić,https://en.wikipedia.org/wiki/Vukac_Hrvatini%C4%87,47.2,4161,4,0,0,4,false
4654,Listed buildings in Thanington Without,https://en.wikipedia.org/wiki/Listed_buildings_in_Thanington_Without,47.2,5297,4,0,0,2,false
4655,1924 Dublin Senior Hurling Championship,https://en.wikipedia.org/wiki/1924_Dublin_Senior_Hurling_Championship,47.22,4340,2,8,0,5,false
4656,See How She Runs,https://en.wikipedia.org/wiki/See_How_She_Runs,47.22,2699,4,15,0,3,false
4657,Aubry of Humbert,https://en.wikipedia.org/wiki/Aubry_of_Humbert,47.22,3976,1,13,1,4,false
4658,Jordan Shipp,https://en.wikipedia.org/wiki/Jordan_Shipp,47.22,3300,3,6,0,7,false
4659,Banihal–Baramula DEMU,https://en.wikipedia.org/wiki/Banihal%E2%80%93Baramula_DEMU,47.23,3714,4,17,0,1,false
4660,Paisley Tramways Company,https://en.wikipedia.org/wiki/Paisley_Tramways_Company,47.24,5938,3,7,0,1,false
4661,FK Khiva,https://en.wikipedia.org/wiki/FK_Khiva,47.24,2616,5,6,1,2,false
4662,Bad Reputation (Thin Lizzy song),https://en.wikipedia.org/wiki/Bad_Reputation_(Thin_Lizzy_song),47.24,3573,3,4,0,7,false
4663,Yoshie Katsurada,https://en.wikipedia.org/wiki/Yoshie_Katsurada,47.24,4170,4,0,0,4,false
4664,Tetrathylacium,https://en.wikipedia.org/wiki/Tetrathylacium,47.25,3653,2,13,0,5,false
4665,Kildinstroy,https://en.wikipedia.org/wiki/Kildinstroy,47.25,4193,1,16,0,7,false
4666,Beijing News Radio,https://en.wikipedia.org/wiki/Beijing_News_Radio,47.31,4131,4,3,0,3,false
4667,Jean-Baptiste Cervoni,https://en.wikipedia.org/wiki/Jean-Baptiste_Cervoni,47.31,3850,3,0,1,4,false
4668,"Johnny White (racing driver, born 1985)","https://en.wikipedia.org/wiki/Johnny_White_(racing_driver,_born_1985)",47.32,4371,2,8,0,5,false
4669,Letizia Giorgianni,https://en.wikipedia.org/wiki/Letizia_Giorgianni,47.34,4432,2,6,0,6,false
4670,Gary Stix,https://en.wikipedia.org/wiki/Gary_Stix,47.36,6380,4,0,0,1,false
4671,False Dreams,https://en.wikipedia.org/wiki/False_Dreams,47.37,3553,3,13,0,3,false
4672,America's Four Gods,https://en.wikipedia.org/wiki/America%27s_Four_Gods,47.38,7030,1,6,0,4,false
4673,Signifer,https://en.wikipedia.org/wiki/Signifer,47.38,3464,6,0,2,1,false
4674,Rajani A. Bhisey,https://en.wikipedia.org/wiki/Rajani_A._Bhisey,47.4,3892,4,5,0,3,false
4675,Kornog,https://en.wikipedia.org/wiki/Kornog,47.43,5483,4,4,0,1,false
4676,SPH Lippo Cikarang,https://en.wikipedia.org/wiki/SPH_Lippo_Cikarang,47.44,3132,3,9,0,6,false
4677,Yasmina Baddou,https://en.wikipedia.org/wiki/Yasmina_Baddou,47.45,4279,2,17,0,3,false
4678,SMATV,https://en.wikipedia.org/wiki/SMATV,47.46,4877,1,0,1,9,false
4679,Tom Earle,https://en.wikipedia.org/wiki/Tom_Earle,47.48,4169,4,3,0,3,false
4680,2014 WTA Finals – Singles,https://en.wikipedia.org/wiki/2014_WTA_Finals_%E2%80%93_Singles,47.48,6350,4,5,0,0,false
4681,Graham Kay,https://en.wikipedia.org/wiki/Graham_Kay,47.51,5085,1,4,0,13,false
4682,William John Huggins,https://en.wikipedia.org/wiki/William_John_Huggins,47.51,4394,4,0,5,1,false
4683,Iuliu Darok,https://en.wikipedia.org/wiki/Iuliu_Darok,47.51,3204,3,13,0,4,false
4684,Marina Logvinenko,https://en.wikipedia.org/wiki/Marina_Logvinenko,47.53,5410,3,21,0,0,false
4685,Cryptographic splitting,https://en.wikipedia.org/wiki/Cryptographic_splitting,47.54,3911,4,0,0,5,false
4686,Deepak Dhawan,https://en.wikipedia.org/wiki/Deepak_Dhawan,47.55,4313,2,7,0,6,false
4687,William Chadeayne,https://en.wikipedia.org/wiki/William_Chadeayne,47.56,3797,2,0,1,8,false
4688,Xanthagaricus,https://en.wikipedia.org/wiki/Xanthagaricus,47.57,3687,2,11,0,6,false
4689,Harry P. Deuel,https://en.wikipedia.org/wiki/Harry_P._Deuel,47.58,4275,3,0,0,7,false
4690,Lorenzo Gonnelli,https://en.wikipedia.org/wiki/Lorenzo_Gonnelli,47.59,3740,2,13,0,5,false
4691,1994–95 Scottish First Division,https://en.wikipedia.org/wiki/1994%E2%80%9395_Scottish_First_Division,47.59,4997,2,10,0,3,false
4692,Turris crispa,https://en.wikipedia.org/wiki/Turris_crispa,47.59,3686,3,12,0,3,false
4693,Diocese of Cephas,https://en.wikipedia.org/wiki/Diocese_of_Cephas,47.61,3520,4,0,1,3,false
4694,Bryn Thomas (field hockey),https://en.wikipedia.org/wiki/Bryn_Thomas_(field_hockey),47.62,3749,2,13,0,5,false
4695,Shriner Peak,https://en.wikipedia.org/wiki/Shriner_Peak,47.62,4091,2,13,0,4,false
4696,William Grut,https://en.wikipedia.org/wiki/William_Grut,47.62,7331,1,8,0,3,false
4697,KRZS (FM),https://en.wikipedia.org/wiki/KRZS_(FM),47.64,2226,3,14,1,4,false
4698,Mustafa Koçak,https://en.wikipedia.org/wiki/Mustafa_Ko%C3%A7ak,47.67,4389,3,5,0,4,false
4699,In the Land of the Giants,https://en.wikipedia.org/wiki/In_the_Land_of_the_Giants,47.68,2974,4,7,0,5,false
4700,Formosissimum,https://en.wikipedia.org/wiki/Formosissimum,47.69,2895,4,0,1,5,false
4701,Napat Injaiuea,https://en.wikipedia.org/wiki/Napat_Injaiuea,47.69,5233,5,6,0,0,false
4702,Jean-Émile Buland,https://en.wikipedia.org/wiki/Jean-%C3%89mile_Buland,47.7,3609,2,8,1,4,false
4703,Vickery Turner,https://en.wikipedia.org/wiki/Vickery_Turner,47.7,4734,4,4,0,2,false
4704,1900 South Carolina gubernatorial election,https://en.wikipedia.org/wiki/1900_South_Carolina_gubernatorial_election,47.71,7091,3,8,0,0,false
4705,Tramonti di Sotto,https://en.wikipedia.org/wiki/Tramonti_di_Sotto,47.73,4432,2,15,0,3,false
4706,Quebec Sons of Ireland,https://en.wikipedia.org/wiki/Quebec_Sons_of_Ireland,47.75,3496,3,6,1,3,false
4707,List of colleges affiliated to the Guru Gobind Singh Indraprastha University,https://en.wikipedia.org/wiki/List_of_colleges_affiliated_to_the_Guru_Gobind_Singh_Indraprastha_University,47.76,4789,4,0,0,3,false
4708,Gregg Botterman,https://en.wikipedia.org/wiki/Gregg_Botterman,47.76,4291,1,17,0,7,false
4709,Bert Cook (rugby),https://en.wikipedia.org/wiki/Bert_Cook_(rugby),47.76,5705,1,21,0,3,false
4710,RuneQuest Monsters,https://en.wikipedia.org/wiki/RuneQuest_Monsters,47.77,3686,4,4,0,4,false
4711,Jakovlje,https://en.wikipedia.org/wiki/Jakovlje,47.77,4471,1,19,0,6,false
4712,Michael J. Walsh,https://en.wikipedia.org/wiki/Michael_J._Walsh,47.79,6498,1,0,0,10,false
4713,1998 Atlantic Coast Conference baseball tournament,https://en.wikipedia.org/wiki/1998_Atlantic_Coast_Conference_baseball_tournament,47.81,6473,3,6,0,1,false
4714,Canet lo Roig,https://en.wikipedia.org/wiki/Canet_lo_Roig,47.81,5060,1,17,1,2,false
4715,Bar Zilli,https://en.wikipedia.org/wiki/Bar_Zilli,47.82,2949,3,4,2,5,false
4716,Elevate–Webiplex Pro Cycling,https://en.wikipedia.org/wiki/Elevate%E2%80%93Webiplex_Pro_Cycling,47.83,4363,3,8,0,3,false
4717,1979–80 British Home Championship,https://en.wikipedia.org/wiki/1979%E2%80%9380_British_Home_Championship,47.83,5469,3,7,1,0,false
4718,Eucharistic miracle of Tixtla,https://en.wikipedia.org/wiki/Eucharistic_miracle_of_Tixtla,47.83,4095,3,7,0,4,false
4719,Naguva Hoovu,https://en.wikipedia.org/wiki/Naguva_Hoovu,47.84,3386,4,9,0,3,false
4720,Shanni Hazrat Mahama,https://en.wikipedia.org/wiki/Shanni_Hazrat_Mahama,47.86,3036,5,5,0,4,false
4721,47th New York Infantry Regiment,https://en.wikipedia.org/wiki/47th_New_York_Infantry_Regiment,47.87,5635,4,4,0,1,false
4722,Velvet Hands,https://en.wikipedia.org/wiki/Velvet_Hands,47.87,5281,3,11,0,1,false
4723,Liothorax kraatzi,https://en.wikipedia.org/wiki/Liothorax_kraatzi,47.88,4065,2,11,0,5,false
4724,Fidel Demédicis Hidalgo,https://en.wikipedia.org/wiki/Fidel_Dem%C3%A9dicis_Hidalgo,47.89,5179,2,2,0,6,false
4725,Thomas Q. Seabrooke,https://en.wikipedia.org/wiki/Thomas_Q._Seabrooke,47.91,3885,2,0,1,8,false
4726,Jack Hunt (speedway rider),https://en.wikipedia.org/wiki/Jack_Hunt_(speedway_rider),47.92,4179,2,4,0,10,false
4727,Pepe Carvalho,https://en.wikipedia.org/wiki/Pepe_Carvalho,47.93,6263,4,6,0,0,false
4728,Elinga-Mpango,https://en.wikipedia.org/wiki/Elinga-Mpango,47.93,3472,3,6,0,7,false
4729,Kevin Hoyos,https://en.wikipedia.org/wiki/Kevin_Hoyos,47.93,4703,3,21,0,1,false
4730,Bhaiksuki (Unicode block),https://en.wikipedia.org/wiki/Bhaiksuki_(Unicode_block),47.93,5687,2,7,0,3,false
4731,WGKC,https://en.wikipedia.org/wiki/WGKC,47.94,4063,2,15,0,4,false
4732,Oracle Challenger Series – Indian Wells,https://en.wikipedia.org/wiki/Oracle_Challenger_Series_%E2%80%93_Indian_Wells,47.95,6012,2,17,0,1,false
4733,Royton railway station,https://en.wikipedia.org/wiki/Royton_railway_station,47.95,4746,2,12,0,3,false
4734,"Smartsburg, Indiana","https://en.wikipedia.org/wiki/Smartsburg,_Indiana",47.96,4177,2,13,0,4,false
4735,An Old-Fashioned Young Man,https://en.wikipedia.org/wiki/An_Old-Fashioned_Young_Man,47.97,3560,4,8,0,3,false
4736,Marcel Oopa,https://en.wikipedia.org/wiki/Marcel_Oopa,47.98,5598,1,6,0,8,false
4737,NAC Architecture,https://en.wikipedia.org/wiki/NAC_Architecture,47.98,4628,2,0,0,12,false
4738,Hopea altocollina,https://en.wikipedia.org/wiki/Hopea_altocollina,47.99,2971,4,13,0,3,false
4739,Antonio Peña Díaz,https://en.wikipedia.org/wiki/Antonio_Pe%C3%B1a_D%C3%ADaz,47.99,3959,3,6,0,5,false
4740,Ron McAuliffe,https://en.wikipedia.org/wiki/Ron_McAuliffe,48.0,6477,2,4,0,3,false
4741,Leonid Yudasin,https://en.wikipedia.org/wiki/Leonid_Yudasin,48.02,5518,3,6,0,2,false
4742,Summer Nude,https://en.wikipedia.org/wiki/Summer_Nude,48.02,4550,3,11,0,2,false
4743,Giovanni Angelo Canini,https://en.wikipedia.org/wiki/Giovanni_Angelo_Canini,48.02,5792,1,4,1,4,false
4744,Steinebrunn railway station,https://en.wikipedia.org/wiki/Steinebrunn_railway_station,48.03,4134,2,14,0,4,false
4745,Peter Black (Australian politician),https://en.wikipedia.org/wiki/Peter_Black_(Australian_politician),48.03,4599,2,10,0,4,false
4746,1881 Open Championship,https://en.wikipedia.org/wiki/1881_Open_Championship,48.03,4989,2,8,0,4,false
4747,Pancake (slot car),https://en.wikipedia.org/wiki/Pancake_(slot_car),48.03,6346,1,0,3,4,false
4748,JGR Class 8900,https://en.wikipedia.org/wiki/JGR_Class_8900,48.04,3670,2,30,1,2,false
